source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
earthtimes,"http://www.earthtimes.org/articles/show/233413,floods-landslides-leave-38-dead-90-missing-in-western-nepal.html",802,09/21/2008 12:00:00 AM,,"Dhangadhi town, Kanchanpur",the meteorological department said Dhangadhi town in Kanchanpur district recorded over 400 millimeters of rain in a 48 hour period,"Dhangadhi town, Kanchanpur",25km,landslide,downpour,medium,unknown,10.0,,,,,glc,802.0,Nepal,NP,Far Western,92294.0,Dhangarhi,1.5466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.595,28.694,179
Dhaka Tribune,http://www.dhakatribune.com/bangladesh/2015/jun/27/landslides-flashfloods-death-toll-climbs-13,7001,06/27/2015 10:30:00 AM,,Shamlapur,"A woman and her daughter have been killed in a landslide at Shamlapur village of Baharchhara union in Teknaf upazila of Cox's Bazar.  The deceased are Samoda Khatun, 45, and her daughter Shahena Aktar, 16.",Shamlapur,1km,landslide,flooding,medium,unknown,2.0,0.0,,,,glc,7001.0,Bangladesh,BD,Chittagong,40557.0,Teknāf,29.64122,06/29/2015 01:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.1414,21.0853,5
nepalnews,http://www.nepalnews.com/home/index.php/news/19/13225-three-die-after-landslide-buries-house-in-ramechhap.html,3977,09/17/2011 12:00:00 AM,,"Rasnalu VDC-6,Darkha,Ramechhap district","Three persons, including a minor, from the same family were killed after a house was buried by landslide debris at Darkha, Rasnalu VDC-6 of impoverished Ramechhap district Saturday night. The landslip was triggered by incessant rains.The deceased have been identified as Shyam Bahadur Rokka's daughter Sangita Rokka, his daughter-in-law Kalpana Rokka, 22, and his 2-year-old grand daughter Anjila Rokka. Shyam Bahadur was not in the house when the landslide demolished it, killing three members of his family. A police team that reached the place today morning, however, managed to rescue Shyam Bahadur's daughter, whose name and age couldn't be verified, who was squeezed under a big boulder. She is currently undergoing treatment at the local health center","Rasnalu VDC-6,Darkha,Ramechhap district",1km,landslide,downpour,medium,unknown,3.0,,,,,glc,3977.0,Nepal,NP,Central Region,0.0,Rāmechhāp,7.0013,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.0567,27.3824,528
freepresskashmir.com,http://freepresskashmir.com/landslide-kills-woman-hurts-two-children-in-jammu-kashmir-105306/,5036,07/05/2013 11:00:00 PM,,"Reasi District, Jammu And Kashmir",A woman was killed and her two children injured due to a landslide along the road near her residence.,"Reasi District, Jammu And Kashmir",50km,landslide,downpour,medium,unknown,1.0,2.0,,,,glc,5036.0,India,IN,Kashmir,8101.0,Riāsi,4.45536,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8799,33.0852,805
Indian Express,http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/,8996,07/14/2016 12:00:00 AM,,"Pub Sarania hill, South Sarania, Guwahati, Assam, India","Trigger is likely monsoon rains because the incident occurred during monsoon season.  Two persons, including a girl, were killed in landslides in Assam on Thursday. An octogenarian was killed when a sudden landslide buried his house at Pub Sarania hill, district deputy commissioner M Angamathu said.","Pub Sarania hill, South Sarania, Guwahati, Assam, India",1km,landslide,monsoon,small,natural_slope,1.0,0.0,,http://images.indianexpress.com/2016/07/assam-landslide-759.jpg,,glc,8996.0,India,IN,Assam,899094.0,Guwahati,2.58336,07/18/2016 01:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7702,26.1768,83
english.peopledaily,http://english.peopledaily.com.cn/90001/90777/90852/6938742.html,1613,04/02/2010 11:00:00 PM,,"Koloriang, Kuring Kumey district, Arunachal Pradesh","At least seven persons, including four children, were buried alive after torrential rains triggered landslides caved in their dwelling house at Koloriang, the headquarters of remote Kurung Kumey district in Arunachal Pradesh, last night.  The disaster occurred at around 11 pm when all the victims were under sleep after having the night’s meal. The velocity of the landslide was so strong that it completely collapsed the occupants’ bamboo-made house within no time, killing all seven persons on the spot. Two other people, who were sleeping outside the ill-fated house, escaped unhurt, informed the Kurung Kumey district SP, A Tamut.  Kurung Kumey, along with other parts of Arunachal, has been experiencing heavy showers for the past one week, paralyzing the normal life  of the people of this air-fed hilly station.","Koloriang, Kuring Kumey district, Arunachal Pradesh",1km,mudslide,downpour,large,unknown,12.0,,,,,glc,1613.0,India,IN,Arunāchal Pradesh,13893.0,Ziro,58.84724,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.3497,27.8997,867
The Indian Express,http://indianexpress.com/article/cities/kolkata/farmer-killed-fresh-landslide-in-kurseong/,7138,07/07/2015 12:00:00 AM,,"NH-10, Sepi Jhora, Kalimpong",the road was cleared by 7 am the next day.,"NH-10, Sepi Jhora, Kalimpong",5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7138.0,India,IN,Sikkim,43000.0,Kālimpang,2.91557,07/10/2015 05:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4397,27.0816,249
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-18/goa/41422029_1_motorist-hurt-landslide-traffic-snarls,5341,08/17/2013 03:00:00 PM,,Pilgao-Narvem,"A landslide at Pilgao-Narvem on Saturday afternoon left motoristBalkrishnaKamat injured, after a boulder hit his scooter. A teacher, Kamat is a resident ofBetim-Verem and was on his way to Narvem. Speaking to STOI from the primary health centre he was rushed to by police, Kamat said, ""It's like a new life for me, I had a miraculous escape."" He has sustained injuries to his chest and a leg. Sources said the landslide was a result of the heavy rains that lashed the taluka on Saturday. It led to traffic snarls on the road and an earth-moving machine had to be called to clear the debris. Deputy speaker and local MLA Anant Shet along with Bicholim mamlatdar Gurudas Desai, DySP Gajanan Prabhudesai and panchayat members took stock of the situation. Shet said he has brought the landslide to the notice of chief minister Manohar Parrikar for necessary action.",Pilgao-Narvem,25km,landslide,downpour,medium,unknown,0.0,1.0,,,,glc,5341.0,India,IN,Goa,5470.0,Jua,3.35548,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.9214,15.5419,10
www.kashmirtimes.in,http://www.kashmirtimes.in/newsdet.aspx?q=21471,5333,08/14/2013 12:00:00 AM,,"Sanjiote Near Poonch, Kashmir",A report from Poonch said that three members of a family were buried alive in a house collapse when the house was hit by a landslide in village Sanjiote today. They have been identified as 32-year old Shamima Akhtar wife of Mohammed Yunus and her two children Aftab Yunus and Tehseen Yunus. Bodies of the deceased have been retrieved from beneath the debris of the collapsed house.,"Sanjiote Near Poonch, Kashmir",50km,landslide,downpour,medium,unknown,3.0,,,,,glc,5333.0,India,IN,Kashmir,28197.0,Pūnch,0.43376,09/10/2014 07:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0967,33.7706,1009
dailypioneer.com,http://dailypioneer.com/nation/87976-rain-fury-returns-to-kerala.html,4484,08/17/2012 12:00:00 AM,,"(Thalanadu - Teekoy hwy), Erattupetta, Kottayam (Thalanadu - Teekoy hwy)","Monsoon fury returned to Kerala on Friday after sowing devastation in the State’s northern region 10 days ago. Four persons died and two were reported missing in a landslide near Kothamangalam in Ernakulam district on Friday as rain-related tragedies kept flowing in from various locations in the central and eastern regions. Thanikkuzhi Narayanan died of cardiac arrest from the shock of seeing a massive landslide at Block 4, Kadavoor in Paingottoor Panchayat near Kothamangalam. The body of Vattakkunnel Ouseph was found among the debris brought by the landslide which occurred at about 3.30 pm Friday.At least seven houses were smashed and washed away in the landslide. “I heard a big sound which I can compare to nothing. Then the trees, rocks and soil just tumbled down off the hilltop swallowing everything on the way,” said Varkey, a local resident of Kadavoor. “Torrential rains have been lashing this area since Thursday morning,” he added.One person rescued the mud accumulated from the la","(Thalanadu - Teekoy hwy), Erattupetta, Kottayam (Thalanadu - Teekoy hwy)",1km,landslide,downpour,medium,unknown,,,,,,glc,4484.0,India,IN,Kerala,33408.0,Erāttupetta,3.67394,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8168,9.6991,51
dvb,http://www.dvb.no/news/flooding-adds-to-kachin-state%E2%80%99s-woes/10780,2084,07/15/2010 12:00:00 AM,,"road between Hsaidaung(?) and Hpakant, Kachin","Landslides and flooding have submerged houses and blocked roads in northern Burma’s Kachin state, which is already suffering from an outbreak of dengue fever.  Villages around the jade mining town of Hpakant have been affected by the flooding, which has followed several days of heavy rain. A Hpakant resident said that houses and a village hall in nearby Hsaidaung and Hpapyin villages were underwater, while the road connecting Hsaidaung to Hpakant was down.  “There were two roads [connecting the town and the village] and one was destroyed by the landslide – there is only a huge pond left now,” he said. “There is no exit for the water [from the pond] as some channels built to guide the flow of water were destroyed by the landslide.”","road between Hsaidaung(?) and Hpakant, Kachin",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2084.0,Myanmar [Burma],MM,Kachin,90894.0,Myitkyina,111.31006,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.3167,25.6167,269
The Rising Nepal,http://therisingnepal.org.np/news/4521,7075,06/30/2015 12:00:00 AM,,Thade Rivulet at Simkharka of Maijhuwa-4,"Over 2,600 households in Ilam Municipality were facing drinking water shortage after a landslide triggered by a flash flood...The drinking water division chief at the Municipality Dinesh Kafle informed that the water supply was halted as the supply pipes in several places were buried and dislocated by the landslide.",Thade Rivulet at Simkharka of Maijhuwa-4,10km,landslide,flooding,medium,unknown,0.0,0.0,,,,glc,7075.0,Nepal,NP,Eastern Region,17491.0,Ilām,0.70394,07/06/2015 03:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.9217,26.9071,1174
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Floods%26sbquo%3B+landslides+kill+10++in+western+hills&NewsID=293931,3687,07/01/2011 12:00:00 AM,,"Sisuwakhola, Masyam-5","DAMAULI: Rain-triggered floods and landslides have killed at least 10 persons in western hill districts of Tanahun, Palpa and Arghakhanchi in the last two days.   In Palpa, Sunita BK (25) and Sirjana BK (20) of Palung Mainadi-6 died today after a landslide swept away the farmhouse they were sleeping in.   In a separate incident today, a landslide at Sisuwakhola of Masyam-5, Palpa killed Dharma Raj Bhandari (28) of Madhouliya, Rupandehi.   Two women were killed by landslides in Hansapur-1 and Hansapur-6 of Arghakhanchi. Identifications of the women were yet to be ascertained, said the police.   In Tanahun, Gomaya Thapa and her 14-day-old baby died when her house caved in following incessant rain in Palyang of Rishing Ranipokhari-7 yesterday. In another incident the same day, Hari Kumar Shrestha (44) and Gita Shrestha (14) died while they were crossing a river in Rishing Ranipokhari. Dipendra Shrestha (16) has also been missing in the river since yesterday.   The same day, Phaldikhola sw","Sisuwakhola, Masyam-5",5km,landslide,rain,medium,unknown,1.0,,,,,glc,3687.0,Nepal,NP,Western Region,91733.0,Butwāl,10.69997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.3789,27.6264,118
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/15-houses-damaged-in-landslides-in-jk/654977.html,3380,04/19/2011 12:00:00 AM,,"Gudder village(?), Kulgam district, Jammu and Kashmir","Apr 20,2011  Srinagar, Apr 20 (PTI) At least 15 residential houses were damaged due to landslides triggered by incessant rains in Kulgam district of south Kashmir, police said today.The houses were damaged in the landslides at village Gudder, 85 kms from here, yesterday, a police spokesman said, adding that none was hurt in the incident.Incessant rains lashed several parts of the Kashmir Valley over the past one week, resulting in drop in mercury.However, the temperatures improved today after bright sunshine.","Gudder village(?), Kulgam district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3380.0,India,IN,Kashmir,16246.0,Kulgām,12.82235,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.9035,33.5808,2220
Earth Observatory,http://earthobservatory.nasa.gov/NaturalHazards/view.php?id=85149,6730,12/31/2014 12:00:00 AM,,Tsarap River,"The landslide, which reportedly occurred on December 31,/2014, sent enough fine-grained debris into the river to create an earthen dam. As of January 20, 2015, that dam was about 600 meters (2,000 feet) long, according to an analysis of satellite imagery collected by the Indian Space Research Organization’s CartoSat-2. The artificial lake that formed behind the dam was nearly 8 kilometers (5 miles) long and covered about 55 hectares (300 acres). Aerials surveys suggest the mound of debris blocking the river was about 60 meters (200 feet) high.",Tsarap River,1km,landslide,unknown,large,natural_slope,0.0,0.0,,http://blogs.agu.org/landslideblog/files/2015/01/15_01-Zanskar-2.jpg,,glc,6730.0,India,IN,Kashmir,25000.0,Padam,42.24626,01/29/2015 05:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.2853,33.287,4076
himvani,http://www.himvani.com/news/2010/10/16/8092/8092/,2596,10/14/2010 07:30:00 PM,,road linking Sangla Valley with Recong-Peo of Kinnaur district  at Kupaa,"The road linking Sangla Valley with Recong-Peo of Kinnaur district of Himachal Pradesh, that remained disrupted as massive landslides came over the road at on Thursday near a place named Kupaa, was restored for vehicular traffic this noon. Kinnaur deputy commissioner Mamata Chaudhary told HimVani over phone that the landslides were cleared by officials and machinery of the district administration, giving respite to tourists, locals and dozens of apple-laden trucks that got stranded on the road for three days.",road linking Sangla Valley with Recong-Peo of Kinnaur district  at Kupaa,25km,landslide,rain,medium,unknown,,,,,,glc,2596.0,India,IN,Himachal Pradesh,1495.0,Sarāhan,44.45488,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.2619,31.5158,1910
NYOOOZ,http://www.nyoooz.com/kanpur/541632/2-dead-as-buffalo-rescue-attempt-goes-awry-in-kanpur,8998,07/13/2016 11:00:00 PM,,"Chandanpur village, Maharajpur, Kanpur, India","Trigger most likely monsoon rains because the incident occurred during monsoon season. An attempt to rescue a buffalo trapped in a 30-foot borewell proved fatal for two men in Kanpur after they got trapped underground due to a mudslide.Three others who also got trapped in the mishap, were rescued late last night and shifted to hospital, where their condition is stated to be serious, Kanpur Senior Superintendent of Police P Shalabh Mathur said. The incident occurred yesterday night after the bovine fell into the borewell in a farm belonging to 28-year-old Avdhesh Yadav at Chandanpur village in Maharajpur area.Mr Yadav along with a friend Putan entered the ditch and tied a rope around the animal, while three others tugged at it from above.The surface then suddenly caved in, trapping all five under the ground.","Chandanpur village, Maharajpur, Kanpur, India",1km,mudslide,monsoon,medium,unknown,2.0,3.0,,http://i.ndtvimg.com/mt/2014-11/surat-airport-buffaloes-650.jpg,,glc,8998.0,India,IN,Uttar Pradesh,6409.0,Bīghāpur Khurd,18.8431,07/18/2016 02:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.4703,26.3221,123
